Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,
2008-01-02,5.869884490966797,6.958570957183838,7.1521430015563965,6.876786231994629,7.116786003112793,1079178800
2008-01-03,5.872593879699707,6.961785793304443,7.049643039703369,6.881785869598389,6.978929042816162,842066400
2008-01-04,5.424309730529785,6.430356979370117,6.892857074737549,6.3889288902282715,6.837500095367432,1455832000
2008-01-07,5.351704120635986,6.34428596496582,6.557143211364746,6.0796427726745605,6.473214149475098,2072193200
2008-01-08,5.159193515777588,6.1160712242126465,6.5164289474487305,6.099999904632568,6.433570861816406,1523816000
2008-01-09,5.404727935791016,6.4071431159973145,6.410714149475098,6.010714054107666,6.117856979370117,1813882000
2008-01-10,5.363152027130127,6.3578572273254395,6.464285850524902,6.26464319229126,6.3421430587768555,1482975200
2008-01-11,5.202578067779541,6.167500019073486,6.351786136627197,6.0714287757873535,6.285714149475098,1232285600
2008-01-14,5.386049270629883,6.385000228881836,6.4078569412231445,6.256071090698242,6.340000152587891,1100450400
2008-01-15,5.092613697052002,6.037143230438232,6.400713920593262,5.880713939666748,6.347143173217773,2343278000
2008-01-16,4.809423923492432,5.7014288902282715,6.036070823669434,5.596428871154785,5.901071071624756,2213845200
2008-01-17,4.847082138061523,5.746070861816406,5.90571403503418,5.6578569412231445,5.768214225769043,1757859600
2008-01-18,4.861242294311523,5.762856960296631,5.919642925262451,5.700356960296631,5.775356769561768,1724343600
2008-01-22,4.6889166831970215,5.558570861816406,5.713571071624756,5.214285850524902,5.2878570556640625,2434754000
2008-01-23,4.189718246459961,4.966785907745361,5.0,4.505000114440918,4.86392879486084,3372969600
2008-01-24,4.085179805755615,4.8428568840026855,5.025000095367432,4.7146430015563965,4.999642848968506,2005866800
2008-01-25,3.9167709350585938,4.643214225769043,4.96750020980835,4.628929138183594,4.963929176330566,1554739200
2008-01-28,3.9167709350585938,4.643214225769043,4.757143020629883,4.51607084274292,4.57714319229126,1474844000
2008-01-29,3.962864637374878,4.697856903076172,4.742499828338623,4.60892915725708,4.683928966522217,1099982800
2008-01-30,3.9821460247039795,4.720714092254639,4.837500095367432,4.642857074737549,4.69178581237793,1243051600
2008-01-31,4.0779500007629395,4.834286212921143,4.880356788635254,4.621428966522217,4.623213768005371,1345674400
2008-02-01,4.029444694519043,4.776785850524902,4.878213882446289,4.720714092254639,4.865714073181152,1010744000
2008-02-04,3.9661788940429688,4.701786041259766,4.853570938110352,4.693571090698242,4.793213844299316,899234000
2008-02-05,3.897186756134033,4.619999885559082,4.785714149475098,4.603570938110352,4.658214092254639,1141042000
2008-02-06,3.6754565238952637,4.357142925262451,4.711429119110107,4.348928928375244,4.672500133514404,1573272400
2008-02-07,3.6525583267211914,4.329999923706055,4.4564290046691895,4.18821382522583,4.284643173217773,2083331600
2008-02-08,3.7802963256835938,4.481429100036621,4.489285945892334,4.3428568840026855,4.360000133514404,1355972800
2008-02-11,3.8998970985412598,4.623213768005371,4.6421427726745605,4.5428571701049805,4.571785926818848,1201432400
2008-02-12,3.761617660522461,4.459286212921143,4.6785712242126465,4.414999961853027,4.6678571701049805,1225980000
2008-02-13,3.89839243888855,4.621428966522217,4.635000228881836,4.486785888671875,4.524285793304443,968534000
2008-02-14,3.839947462081909,4.552143096923828,4.67142915725708,4.536070823669434,4.621428966522217,954097200
2008-02-15,3.754688262939453,4.451070785522461,4.538570880889893,4.430714130401611,4.509643077850342,901300400
2008-02-19,3.6808786392211914,4.3635711669921875,4.526785850524902,4.3371429443359375,4.499642848968506,1005046000
2008-02-20,3.730287790298462,4.42214298248291,4.449999809265137,4.345714092254639,4.364285945892334,967439200
2008-02-21,3.66159725189209,4.340713977813721,4.516786098480225,4.316429138183594,4.501786231994629,938114800
2008-02-22,3.5989344120025635,4.2664289474487305,4.375357151031494,4.138214111328125,4.37428617477417,1529878000
2008-02-25,3.6073689460754395,4.276429176330566,4.291786193847656,4.166429042816162,4.23535680770874,1256774400
2008-02-26,3.589595079421997,4.255356788635254,4.324643135070801,4.122857093811035,4.2014288902282715,1504888000
2008-02-27,3.704376697540283,4.3914289474487305,4.3946428298950195,4.21750020980835,4.222499847412109,1475138000
2008-02-28,3.9137585163116455,4.63964319229126,4.721428871154785,4.491786003112793,4.5428571701049805,1618254400
2008-02-29,3.76643705368042,4.465000152587891,4.650356769561768,4.4571428298950195,4.617499828338623,1255480800
2008-03-03,3.66732120513916,4.347499847412109,4.49928617477417,4.214285850524902,4.444285869598389,1593043200
2008-03-04,3.7543880939483643,4.450714111328125,4.460000038146973,4.300000190734863,4.356785774230957,1785383600
2008-03-05,3.750471353530884,4.446071147918701,4.46928596496582,4.3660712242126465,4.413570880889893,1221836000
2008-03-06,3.643221378326416,4.318929195404053,4.5535712242126465,4.314642906188965,4.450356960296631,1473698800
2008-03-07,3.6829867362976074,4.3660712242126465,4.3921427726745605,4.251786231994629,4.300356864929199,1230462800
2008-03-10,3.605863332748413,4.2746429443359375,4.409286022186279,4.263214111328125,4.356429100036621,999588800
2008-03-11,3.8366336822509766,4.548213958740234,4.552856922149658,4.357142925262451,4.432143211364746,1163943200
2008-03-12,3.796865224838257,4.501070976257324,4.595714092254639,4.4703569412231445,4.537143230438232,1059629200
2008-03-13,3.8544087409973145,4.569285869598389,4.625,4.392857074737549,4.432143211364746,1262102800
2008-03-14,3.814340353012085,4.521786212921143,4.653571128845215,4.435713768005371,4.638570785522461,1156640800
2008-03-17,3.8179545402526855,4.526071071624756,4.59250020980835,4.376786231994629,4.376786231994629,1072598800
2008-03-18,4.001425743103027,4.743570804595947,4.75,4.5953569412231445,4.6135711669921875,1205120000
2008-03-19,3.9065282344818115,4.631071090698242,4.7960710525512695,4.631071090698242,4.75428581237793,1010536800
2008-03-20,4.014983654022217,4.759643077850342,4.760356903076172,4.6135711669921875,4.682857036590576,908787600
2008-03-24,4.203577041625977,4.983213901519775,5.0303568840026855,4.772857189178467,4.786070823669434,1066920400
2008-03-25,4.24725866317749,5.034999847412109,5.110713958740234,4.9046430587768555,4.998570919036865,1052391200
2008-03-26,4.370177268981934,5.180714130401611,5.204999923706055,5.022857189178467,5.031071186065674,1182084400
2008-03-27,4.225268363952637,5.0089287757873535,5.189642906188965,4.999642848968506,5.176785945892334,999829600
2008-03-28,4.308417320251465,5.107500076293945,5.166070938110352,5.057143211364746,5.064286231994629,714610400
2008-03-31,4.323179244995117,5.125,5.2039289474487305,5.090000152587891,5.116786003112793,768065200
2008-04-01,4.504841327667236,5.340356826782227,5.34499979019165,5.128929138183594,5.224999904632568,1032567200
2008-04-02,4.443385124206543,5.267499923706055,5.400000095367432,5.208929061889648,5.313570976257324,1044968400
2008-04-03,4.567505836486816,5.414642810821533,5.486785888671875,5.25,5.252142906188965,1051568000
2008-04-04,4.6117939949035645,5.4671430587768555,5.525356769561768,5.3839287757873535,5.435357093811035,854417200
2008-04-07,4.696448802947998,5.567500114440918,5.703214168548584,5.539642810821533,5.576070785522461,1158326400
2008-04-08,4.604562282562256,5.458570957183838,5.587500095367432,5.440000057220459,5.48392915725708,1014294400
2008-04-09,4.562384605407715,5.408570766448975,5.496070861816406,5.373570919036865,5.4753570556640625,873398400
2008-04-10,4.656078815460205,5.5196428298950195,5.550714015960693,5.378571033477783,5.397500038146973,955763200
2008-04-11,4.432839870452881,5.255000114440918,5.474999904632568,5.228570938110352,5.454286098480225,1210076000
2008-04-14,4.452121734619141,5.277856826782227,5.330357074737549,5.162143230438232,5.241786003112793,845087600
2008-04-15,4.470198631286621,5.299285888671875,5.347143173217773,5.204286098480225,5.335713863372803,698037200
2008-04-16,4.630471706390381,5.489285945892334,5.503571033477783,5.37928581237793,5.4185709953308105,795774000
2008-04-17,4.654271602630615,5.517499923706055,5.5714287757873535,5.476786136627197,5.506071090698242,704267200
2008-04-18,4.851602077484131,5.751429080963135,5.795000076293945,5.656428813934326,5.682857036590576,1026765600
2008-04-21,5.066103458404541,6.005713939666748,6.017857074737549,5.7771430015563965,5.793213844299316,1039152800
2008-04-22,4.826294898986816,5.721428871154785,6.0,5.646070957183838,5.978570938110352,1439572400
2008-04-23,4.907337665557861,5.817500114440918,5.887143135070801,5.752857208251953,5.85892915725708,1504190800
2008-04-24,5.089600563049316,6.033570766448975,6.070713996887207,5.685357093811035,5.90500020980835,1696066400
2008-04-25,5.113403797149658,6.06178617477417,6.110713958740234,5.943571090698242,6.096428871154785,992474000
2008-04-28,5.18902063369751,6.151429176330566,6.205357074737549,6.0403571128845215,6.0625,787214400
2008-04-29,5.273675918579102,6.251786231994629,6.273571014404297,6.080357074737549,6.1110711097717285,923476400
2008-04-30,5.240536689758301,6.212500095367432,6.4285712242126465,6.175714015960693,6.292500019073486,1139524400
2008-05-01,5.422804355621338,6.4285712242126465,6.4285712242126465,6.244999885559082,6.248570919036865,903576800
2008-05-02,5.451122760772705,6.4621429443359375,6.497142791748047,6.376786231994629,6.435357093811035,1006082000
2008-05-05,5.565301895141602,6.597499847412109,6.618214130401611,6.466071128845215,6.497142791748047,854557200
2008-05-06,5.623447895050049,6.666429042816162,6.682857036590576,6.506429195404053,6.59499979019165,918870400
2008-05-07,5.500830173492432,6.521070957183838,6.721428871154785,6.447856903076172,6.6446428298950195,1157133600
2008-05-08,5.575244426727295,6.609285831451416,6.660714149475098,6.538214206695557,6.56321382522583,899085600
2008-05-09,5.526740550994873,6.551785945892334,6.580357074737549,6.477499961853027,6.541429042816162,673072400
2008-05-12,5.668637752532959,6.71999979019165,6.745357036590576,6.5303568840026855,6.614643096923828,818563200
2008-05-13,5.722865104675293,6.784286022186279,6.837500095367432,6.709286212921143,6.7360711097717285,823236400
2008-05-14,5.611394882202148,6.6521430015563965,6.865714073181152,6.627500057220459,6.8296427726745605,916823600
2008-05-15,5.715936183929443,6.776071071624756,6.7821431159973145,6.57857084274292,6.671785831451416,873208000
2008-05-16,5.652368068695068,6.700714111328125,6.79642915725708,6.6785712242126465,6.789642810821533,765769200
2008-05-19,5.531258583068848,6.557143211364746,6.73892879486084,6.474999904632568,6.709286212921143,945820400
2008-05-20,5.600551128387451,6.639286041259766,6.648571014404297,6.432857036590576,6.493570804595947,969850000
2008-05-21,5.368273735046387,6.36392879486084,6.712500095367432,6.294642925262451,6.631071090698242,1157657200
2008-05-22,5.333929538726807,6.323214054107666,6.476070880889893,6.142857074737549,6.4021430015563965,1206735600
2008-05-23,5.4580535888671875,6.4703569412231445,6.499642848968506,6.349999904632568,6.456070899963379,906917200
2008-05-27,5.616518974304199,6.658214092254639,6.658214092254639,6.494286060333252,6.526785850524902,789905200
2008-05-28,5.633991718292236,6.678928852081299,6.712500095367432,6.561429023742676,6.693213939666748,743979600
2008-05-29,5.624350547790527,6.667500019073486,6.721428871154785,6.625,6.670000076293945,647186400
2008-05-30,5.686410427093506,6.7410712242126465,6.769286155700684,6.692142963409424,6.694643020629883,610184400
2008-06-02,5.606575012207031,6.646429061889648,6.773213863372803,6.590356826782227,6.735713958740234,679840000
2008-06-03,5.584583759307861,6.620357036590576,6.721428871154785,6.512143135070801,6.6735711097717285,750520400
2008-06-04,5.579160690307617,6.61392879486084,6.681786060333252,6.543929100036621,6.572143077850342,726983600
2008-06-05,5.706898212432861,6.76535701751709,6.78000020980835,6.632143020629883,6.65500020980835,755445600
2008-06-06,5.592717170715332,6.630000114440918,6.783928871154785,6.626786231994629,6.714285850524902,966422800
2008-06-09,5.471307277679443,6.4860711097717285,6.605000019073486,6.276785850524902,6.599643230438232,1888392800
2008-06-10,5.592717170715332,6.630000114440918,6.670713901519775,6.393570899963379,6.446785926818848,1140941200
2008-06-11,5.447204113006592,6.457499980926514,6.642857074737549,6.413928985595703,6.583570957183838,961550800
2008-06-12,5.21975040435791,6.187857151031494,6.521429061889648,6.114285945892334,6.481785774230957,1308333600
2008-06-13,5.192936897277832,6.156071186065674,6.21999979019165,5.903929233551025,6.130000114440918,1345957200
2008-06-16,5.327601909637451,6.315713882446289,6.353570938110352,6.038214206695557,6.117856979370117,1051730400
2008-06-17,5.465884685516357,6.479642868041992,6.499642848968506,6.336071014404297,6.360713958740234,899656800
2008-06-18,5.385146141052246,6.3839287757873535,6.507143020629883,6.333929061889648,6.468571186065674,811468000
2008-06-19,5.449917316436768,6.460713863372803,6.512143135070801,6.314286231994629,6.376786231994629,791949200
2008-06-20,5.280303955078125,6.259643077850342,6.464285850524902,6.25,6.4053568840026855,888367200
2008-06-23,5.216734886169434,6.184286117553711,6.281428813934326,6.127142906188965,6.240714073181152,645780800
2008-06-24,5.219448089599609,6.1875,6.277856826782227,6.129642963409424,6.156071186065674,621947200
2008-06-25,5.34417200088501,6.335357189178467,6.386785984039307,6.210000038146973,6.2360711097717285,644450800
2008-06-26,5.069116115570068,6.009285926818848,6.244286060333252,6.000357151031494,6.216785907745361,869610000
2008-06-27,5.124248027801514,6.074643135070801,6.091785907745361,5.862500190734863,5.946785926818848,1042249600
2008-06-30,5.044410705566406,5.980000019073486,6.142857074737549,5.950714111328125,6.078214168548584,684196800
2008-07-01,5.262529373168945,6.2385711669921875,6.239999771118164,5.857142925262451,5.865356922149658,1111280800
2008-07-02,5.066707134246826,6.006429195404053,6.337500095367432,6.006429195404053,6.257143020629883,837519200
2008-07-03,5.12515115737915,6.075714111328125,6.148929119110107,5.919642925262451,6.056786060333252,523362000
2008-07-07,5.276989459991455,6.255713939666748,6.326070785522461,6.139286041259766,6.184286117553711,820391600
2008-07-08,5.409245491027832,6.412499904632568,6.4178571701049805,6.169285774230957,6.264286041259766,888350400
2008-07-09,5.249574661254883,6.223214149475098,6.461071014404297,6.21928596496582,6.435713768005371,895776000
2008-07-10,5.321277141571045,6.30821418762207,6.333570957183838,6.120357036590576,6.247142791748047,840688800
2008-07-11,5.1992645263671875,6.163570880889893,6.325356960296631,6.107142925262451,6.266786098480225,930011600
2008-07-14,5.238428115844727,6.210000038146973,6.403571128845215,6.181428909301758,6.401429176330566,886054400
2008-07-15,5.110689163208008,6.058570861816406,6.204999923706055,5.942500114440918,6.159999847412109,1040043200
2008-07-16,5.206194877624512,6.171785831451416,6.1760711669921875,6.021429061889648,6.07857084274292,747790400
2008-07-17,5.176064491271973,6.13607120513916,6.24928617477417,6.121070861816406,6.2178568840026855,757526000
2008-07-18,4.975422382354736,5.898213863372803,6.058928966522217,5.892857074737549,6.018570899963379,868414400
2008-07-21,5.009768486022949,5.938929080963135,5.982142925262451,5.75428581237793,5.960713863372803,1360469600
2008-07-22,4.881126880645752,5.786428928375244,5.812857151031494,5.233213901519775,5.3214287757873535,1879592400
2008-07-23,5.008862018585205,5.937857151031494,6.013214111328125,5.769999980926514,5.892499923706055,1061768400
2008-07-24,4.791047096252441,5.679643154144287,5.9021430015563965,5.658928871154785,5.868570804595947,839619200
2008-07-25,4.884138107299805,5.789999961853027,5.8214287757873535,5.666070938110352,5.728570938110352,633637200
2008-07-28,4.651559352874756,5.514286041259766,5.802499771118164,5.50071382522583,5.79785680770874,780712800
2008-07-29,4.732300281524658,5.610000133514404,5.694643020629883,5.487500190734863,5.550356864929199,684070800
2008-07-30,4.816654682159424,5.710000038146973,5.731785774230957,5.574285984039307,5.635000228881836,725183200
2008-07-31,4.788635730743408,5.676785945892334,5.7928571701049805,5.606429100036621,5.626429080963135,637498400
2008-08-01,4.719645977020264,5.59499979019165,5.713929176330566,5.5625,5.710713863372803,544639200
2008-08-04,4.616311073303223,5.472499847412109,5.639286041259766,5.461071014404297,5.5928568840026855,592527600
2008-08-05,4.839550495147705,5.737143039703369,5.742856979370117,5.529285907745361,5.550714015960693,688371600
2008-08-06,4.946501731872559,5.86392879486084,5.978570938110352,5.642857074737549,5.713213920593262,791408800
2008-08-07,4.927824020385742,5.841785907745361,5.933928966522217,5.767857074737549,5.811070919036865,672372400
2008-08-08,5.107980251312256,6.055356979370117,6.058928966522217,5.848214149475098,5.852142810821533,713997200
2008-08-11,5.228788375854492,6.19857120513916,6.3035712242126465,6.059642791748047,6.0739288330078125,891304400
2008-08-12,5.324288368225098,6.31178617477417,6.403213977813721,6.196785926818848,6.197143077850342,836278800
